643.06,474.02,0.24328
645,475,0.2447
1507.8,474.7,0.97262
1506.7,475,0.97164
1524,472.32,0.99998
1523.2,472.48,0.98286
-118.5,433.33,0.0024801
-125,431.19,0.001536
646.99,474.05,0.24389
649,475,0.24525
651.03,474.14,0.24462
653,475,0.24581
1505.1,475,0.96383
1505.5,474.56,0.95934
1504.3,474.61,0.95511
1503.3,475,0.95575
1524,472,0.99998
1523.2,472.16,0.91849
-117.1,428.52,0.00086075
-125,427.64,0.00068653
655,473.84,0.24454
657,475,0.24637
659.34,474.01,0.24547
661,475,0.2469
663.27,474,0.24601
665,475,0.24746
667.16,474,0.24654
669,475,0.24803
671.04,473.99,0.24706
673,475,0.2486
674.94,473.98,0.24759
677,475,0.24918
678.93,473.98,0.24818
681,475,0.24976
1502.3,474.65,0.94555
1501.5,475,0.94674
1525,472,0.99998
1525,471.94,0.70783
-118,426.06,0.00049448
710.95,473.96,0.2528
709,475,0.25389
713,475,0.2545
706.98,473.97,0.25222
705,475,0.25329
703.01,473.97,0.25164
701,475,0.25268
699.05,473.99,0.25109
697,475,0.25208
691.2,474.02,0.25003
689,475,0.2509
693,475,0.25149
695.11,474,0.25055
687.38,474.04,0.24948
685,475,0.25035
683.16,473.78,0.2483
714.92,473.96,0.25339
717,475,0.25512
718.9,473.95,0.25399
721,475,0.25574
722.88,473.95,0.25459
725,475,0.25636
775.16,474.26,0.26375
773,475,0.26418
777,475,0.26488
1500.3,474.66,0.93508
1499.6,475,0.93614
1525,471.88,0.45169
747.65,474.16,0.25892
745,475,0.25956
749,475,0.26017
751.05,474.27,0.25977
753,475,0.26084
754.66,474.22,0.26026
757,475,0.26151
726.88,473.95,0.2552
729,475,0.25699
730.89,473.94,0.2558
733,475,0.25762
734.92,473.94,0.25643
737,475,0.25826
739.06,473.89,0.25696
741,475,0.25891
771.5,474.19,0.26296
769,475,0.2635
778.73,473.99,0.26386
781,475,0.26556
1498.9,474.58,0.92609
1497.6,475,0.92595
1524.5,471.78,0.40834
1525,471.75,0.14614
838.8,474.17,0.27506
837,475,0.27581
841,475,0.27659
835.05,474.17,0.27431
833,475,0.27504
802.97,473.97,0.26788
801,475,0.26909
805,475,0.26982
806.94,473.96,0.26857
809,475,0.27055
810.92,473.96,0.26928
813,475,0.27129
822.89,473.97,0.27151
821,475,0.27278
825,475,0.27354
814.91,473.96,0.27
817,475,0.27203
818.89,473.97,0.27076
799.01,473.97,0.26718
797,475,0.26837
795.07,473.98,0.2665
793,475,0.26766
782.98,474.05,0.26458
785,475,0.26625
787.07,474.01,0.26519
789,475,0.26695
791.11,473.98,0.26582
743.7,473.8,0.25742
763.11,474.21,0.26162
761,475,0.26217
765,475,0.26283
767.38,474.13,0.26217
758.87,474.05,0.26059
1496.4,474.55,0.9107
1495.5,475,0.91427
1524.4,471.59,0.16687
1525,471.54,0.025179
842.33,474.03,0.27546
845,475,0.27737
831.62,473.97,0.27314
829,475,0.2743
826.96,473.96,0.27223
1494.5,474.46,0.89805
1493.3,475,0.90249
1524.3,471.28,0.039194
1525,471.24,0.0018854
847,474.03,0.2762
849,475,0.27816
851.08,474.04,0.27707
853,475,0.27896
855.06,474.01,0.27779
857,475,0.27977
859.05,473.99,0.27851
861,475,0.28059
1492.7,474.55,0.89045
1490.9,475,0.89053
1525,470.81,0.00012058
1524.2,470.72,0.001825
863,473.98,0.27927
865,475,0.28141
866.96,473.97,0.28005
869,475,0.28224
870.93,473.96,0.28084
873,475,0.28307
874.91,473.96,0.28164
877,475,0.28392
878.89,473.95,0.28245
881,475,0.28477
1489.8,474.45,0.87107
1488.5,475,0.87836
1525,470.32,4.3448e-05
1524.1,470.39,0.00023627
882.87,473.95,0.28328
885,475,0.28563
886.86,473.95,0.28411
889,475,0.2865
890.85,473.94,0.28495
893,475,0.28737
894.88,473.94,0.28581
897,475,0.28826
899.03,473.9,0.28657
901,475,0.28916
907.7,474.16,0.28928
905,475,0.29003
909,475,0.2909
911.14,474.27,0.29042
913,475,0.29182
914.81,474.23,0.29116
917,475,0.29275
1486.7,474.44,0.85452
1485.9,475,0.86416
1524.1,470.07,0
1525,469.9,3.5175e-05
903.86,473.87,0.28755
918.74,474.11,0.29174
921,475,0.29368
922.97,474.18,0.29286
925,475,0.29462
926.83,474.25,0.29399
929,475,0.29558
950.92,474.21,0.29965
949,475,0.30042
953,475,0.30143
1484.4,474.27,0.83763
1483.2,475,0.85079
1524.3,469.75,2.3393e-05
1525,469.5,3.3645e-05
930.7,474.18,0.29477
933,475,0.29652
943.44,474.27,0.298
941,475,0.29844
945,475,0.29942
947.16,474.2,0.29868
962.83,474.2,0.30262
961,475,0.30348
965,475,0.30452
958.73,474.15,0.30136
957,475,0.30245
954.58,474.12,0.30036
1031.5,474.16,0.32171
1029,475,0.32264
1033,475,0.32388
1028,474.07,0.32028
1025,475,0.32147
1014.9,473.96,0.31587
1013,475,0.31784
1017,475,0.31904
1019,473.99,0.31723
1021,475,0.32024
1023.1,473.99,0.31842
1010.9,473.95,0.31467
1009,475,0.31666
1006.9,473.95,0.31354
1005,475,0.31549
979.09,474.01,0.30615
977,475,0.30767
981,475,0.30875
983.05,474,0.30715
985,475,0.30985
987,473.99,0.30818
989,475,0.31095
990.97,473.98,0.30922
993,475,0.31207
994.94,473.97,0.31028
997,475,0.3132
998.92,473.96,0.31135
1001,475,0.31434
1002.9,473.96,0.31244
1482,474.42,0.83139
1480.4,475,0.83831
1524.3,469.22,3.2655e-05
1525,469.1,3.3264e-05
935.02,474.13,0.29552
937,475,0.29749
939.61,474.15,0.29672
966.44,474.09,0.30334
969,475,0.30554
971,474.05,0.30412
973,475,0.3066
975.14,474.02,0.30512
1059.1,474.27,0.33096
1057,475,0.33165
1061,475,0.33302
1055.3,474.21,0.3294
1053,475,0.33033
1035.3,474.15,0.32283
1037,475,0.32514
1095.4,474.21,0.34338
1093,475,0.3444
1097,475,0.3459
1075.4,474.2,0.33617
1073,475,0.33716
1077,475,0.33855
1071.2,473.99,0.33383
1069,475,0.33577
1079.2,474.24,0.33774
1081,475,0.33998
1083.1,474.2,0.33892
1085,475,0.34144
1087.1,474.23,0.34049
1089,475,0.34293
1478.3,474.41,0.81362
1477.4,475,0.82298
1524.3,468.88,3.2987e-05
1525,468.68,3.328e-05
1062.9,474.26,0.33226
1065,475,0.33438
1066.9,474.2,0.33331
1047,474.17,0.3266
1045,475,0.3277
1049,475,0.32902
1051.1,474.05,0.32752
1039.3,474.12,0.32397
1041,475,0.32642
1043.3,474.14,0.32529
1099.2,474.21,0.34489
1101,475,0.34744
1103.1,474.18,0.34622
1105,475,0.34901
1107,474.18,0.34774
1109,475,0.3506
1115.3,474.27,0.3513
1113,475,0.35215
1117,475,0.35376
1119.1,474.19,0.3525
1121,475,0.35542
1091.2,474.08,0.34139
1476.2,474.35,0.8032
1474.2,475,0.80951
1524.2,468.45,3.3249e-05
1525,468.23,3.3282e-05
1167.2,474.17,0.37344
1165,475,0.37504
1169,475,0.37701
1123.1,474.14,0.35384
1125,475,0.3571
1127,474.24,0.3561
1129,475,0.35878
1135.2,474.23,0.35937
1133,475,0.36046
1137,475,0.36218
1131,474.16,0.35746
1111.1,474.15,0.34937
1472.3,474.37,0.78572
1470.9,475,0.79508
1524.2,467.98,3.328e-05
1525,467.76,3.3283e-05
1175.5,474.24,0.37786
1173,475,0.37897
1177,475,0.38096
1163.1,474.12,0.37121
1161,475,0.37311
1159,474.16,0.36959
1157,475,0.37122
1155.1,474.15,0.36772
1153,475,0.36938
1139,474.22,0.36106
1141,475,0.36393
1171.4,474.02,0.37463
1469.8,473.96,0.75662
1467.4,475,0.78304
1524.1,467.51,3.3283e-05
1525,467.27,3.3283e-05
1186.9,474.24,0.3837
1185,475,0.38509
1189,475,0.38723
1179.3,474.26,0.37999
1181,475,0.383
1183.1,474.26,0.38185
1142.9,474.19,0.3625
1145,475,0.36573
1146.8,474.22,0.36441
1149,475,0.36756
1150.8,474.09,0.3656
1463.8,475,0.76689
1461.8,474.33,0.7434
1460,475,0.75188
1464.3,474.13,0.74449
1524.2,467.02,3.3283e-05
1525,466.74,3.3283e-05
1190.8,474.13,0.38523
1193,475,0.38936
1223.4,474.2,0.40365
1221,475,0.40539
1225,475,0.40781
1227.1,474.22,0.40618
1229,475,0.41034
1230.9,474.21,0.40846
1233,475,0.41292
1234.9,474.24,0.41118
1237,475,0.41554
1453.1,474.16,0.70631
1452.2,475,0.72553
1456.1,475,0.74015
1459.3,473.95,0.71804
1524.1,466.51,3.3283e-05
1525,466.19,3.3283e-05
1311.4,474.22,0.47009
1309,475,0.47249
1313,475,0.4764
1323.3,474.3,0.48278
1321,475,0.48441
1325,475,0.48867
1315.4,474.19,0.47361
1317,475,0.48042
1307.6,474.08,0.46491
1305,475,0.46878
1250.8,474.18,0.42121
1249,475,0.42354
1253,475,0.42636
1203.7,474.19,0.39224
1201,475,0.39376
1205,475,0.39597
1195,474.12,0.38718
1197,475,0.39154
1219.2,474.04,0.40016
1217,475,0.403
1215,474.21,0.39898
1213,475,0.40062
1207.2,474.19,0.39448
1209,475,0.39827
1211.1,474.14,0.3962
1239.1,474.04,0.41244
1241,475,0.41814
1446.3,474.34,0.69483
1444.4,475,0.69997
1448.3,475,0.71264
1449.2,473.98,0.68983
1523.9,466.09,3.3283e-05
1525,465.62,3.3283e-05
1334.4,474.15,0.49272
1333,475,0.49748
1337,475,0.50203
1330.4,474.13,0.48803
1329,475,0.49297
1326.7,474.22,0.48561
1319.8,474.22,0.47865
1243.3,474.21,0.4163
1245,475,0.42079
1247.2,474.2,0.41894
1303,474.05,0.4604
1301,475,0.46504
1299.1,474.05,0.45705
1297,475,0.46145
1295,474,0.45291
1293,475,0.45792
1254.8,474.15,0.42363
1257,475,0.42924
1258.7,474.14,0.42625
1261,475,0.4322
1291,473.98,0.44927
1289,475,0.45445
1287.1,473.97,0.44593
1285,475,0.45105
1283.1,473.97,0.44269
1281,475,0.44774
1279.1,473.97,0.43957
1277,475,0.44448
1262.9,473.93,0.42709
1265,475,0.43522
1267.1,474.12,0.43207
1269,475,0.43816
1271.2,474.02,0.43403
1273,475,0.44129
1275.1,473.98,0.43665
1199.5,473.96,0.38837
1443.7,474.27,0.68429
1440.5,475,0.68988
1409,475,0.6133
1406.1,474.12,0.59303
1405,475,0.60433
1351.2,474.14,0.51161
1349,475,0.51635
1353,475,0.52144
1343,474.01,0.49955
1341,475,0.50665
1345,475,0.51145
1347.3,474.05,0.50539
1525,465.01,3.3283e-05
1524,465.26,3.3283e-05
1338.2,474.02,0.49536
1438.3,473.81,0.65236
1436.7,475,0.67854
1434.5,473.87,0.64565
1432.8,475,0.66789
1430.7,473.88,0.63749
1428.9,475,0.65777
1425,475,0.64801
1426.9,473.9,0.62943
1423,473.92,0.6219
1421,475,0.63854
1413,475,0.62072
1417,475,0.62936
1415.6,474,0.60936
1419.2,473.93,0.61445
1411.7,474.01,0.60234
1402.8,474.19,0.58949
1401,475,0.59627
1399.8,474.22,0.58453
1397,475,0.58945
1355,474.24,0.51806
1357,475,0.52672
1370.9,474,0.53505
1369,475,0.54318
1373,475,0.54906
1374.8,474.09,0.54182
1377,475,0.55512
1394.5,473.9,0.56757
1393,475,0.58196
1379,474.03,0.54652
1381,475,0.56145
1383,473.99,0.55168
1385,475,0.56802
1386.9,473.96,0.55696
1389,475,0.57485
1390.8,473.93,0.56227
1523.9,464.73,3.3283e-05
1525,464.37,3.3283e-05
1358.9,474.17,0.52263
1361,475,0.53194
1363.1,474.17,0.52733
1365,475,0.53745
1367.1,474.18,0.53289
1523.7,464.18,3.3283e-05
1525,463.71,3.3283e-05
1523.3,463.55,3.3283e-05
1525,463,3.3283e-05
1523.7,462.48,3.3283e-05
1525,462.26,3.3283e-05
1523.6,461.95,3.3283e-05
1525,461.49,3.3283e-05
1523.7,461.04,3.3283e-05
1525,460.67,3.3283e-05
1522.9,460.46,3.3283e-05
1525,459.81,3.3283e-05
1523.4,459.14,3.3283e-05
1525,458.91,3.3283e-05
1523.3,458.48,3.3283e-05
1525,457.96,3.3283e-05
1523,457.72,3.3283e-05
1525,456.97,3.3283e-05
1525,455.92,3.3283e-05
1522.8,456.39,3.3283e-05
1523.2,455.7,3.3283e-05
1525,454.82,3.3283e-05
1522.9,453.95,3.3283e-05
1525,453.67,3.3283e-05
1522.7,453.08,3.3283e-05
1525,452.45,3.3283e-05
1522.7,452.18,3.3283e-05
1525,451.18,3.3283e-05
1521.7,450.37,3.3283e-05
1525,449.83,3.3283e-05
1521.8,449.29,3.3283e-05
1525,448.42,3.3283e-05
1522.1,447.34,3.3283e-05
1525,446.94,3.3283e-05
1521.9,446.17,3.3283e-05
1525,445.39,3.3283e-05
1521.7,444.79,3.3283e-05
1525,443.75,3.3283e-05
1521.5,442.52,3.3283e-05
1525,442.03,3.3283e-05
1522,441.24,3.3283e-05
1525,440.23,3.3283e-05
1521.2,438.98,3.3283e-05
1525,438.33,3.3283e-05
1525,436.33,3.3283e-05
1520.8,437.3,3.3283e-05
1519.6,435.44,3.3283e-05
1525,434.23,3.3283e-05
1521.4,432.74,3.3283e-05
1525,432.03,3.3283e-05
1520.9,431.17,3.3283e-05
1525,429.72,3.3283e-05
1519.6,429.17,3.3283e-05
1525,427.28,3.3283e-05
1519.5,425.27,3.3283e-05
-82.8,473.87,0.18054
-88.7,473.26,0.17922
-85.5,473.01,0.17896
-94.1,473.83,0.17986
-92.1,472.91,0.17836
-98.9,473.55,0.17916
-79.3,473.75,0.18061
-81.9,472.83,0.17873
-88.4,472.17,0.17675
-84.5,471.89,0.17613
-91.7,471.86,0.17564
-96.4,473.04,0.17845
-94.6,472.04,0.17602
-99.4,472.87,0.17786
-101.7,473.4,0.1788
-79,472.6,0.17835
-75.8,473.03,0.17954
-80.7,471.63,0.17554
-83.3,470.98,0.17305
-90.1,471.21,0.17354
-86.8,470.75,0.17208
-93.2,470.97,0.17256
-96.2,471.21,0.17325
-98.3,472,0.17572
-104.9,473.73,0.17916
-101.5,472.35,0.17652
-103.9,472.88,0.17764
-34.5,473.47,0.1827
-43.6,473.34,0.18192
-46.7,473.29,0.18167
-67.2,473.57,0.18105
-70.9,473,0.17973
-60.9,473.28,0.18082
-50.4,473.19,0.18127
-54.1,473.01,0.18066
-77.1,471.76,0.17612
-73.6,471.86,0.17663
-37.7,473.28,0.18216
-41,472.9,0.1812
-78.6,470.86,0.17289
-80.9,470.48,0.17125
-83.5,470.06,0.16932
-90.5,470.31,0.17004
-88.3,469.73,0.16754
-85.9,469.63,0.16723
-96.1,470.31,0.16978
-93.6,469.79,0.16761
-99,470.87,0.17187
-98.6,469.94,0.16803
-101.6,471.4,0.17364
-106.7,472.87,0.17749
-104.6,472.05,0.17552
-23.8,473.31,0.18303
-27.1,473.32,0.18285
-31,473.33,0.18269
-35.6,472.73,0.18108
-33.4,472.7,0.18115
-14.6,473.35,0.18367
-18,473.2,0.18317
-21.3,472.79,0.1821
-44.3,472.46,0.17994
-48.1,472.4,0.17955
-64.3,472.84,0.17975
-67.4,472.34,0.17834
-70.1,471.81,0.17664
-61.4,472.3,0.17853
-57.7,472.56,0.17947
-51.7,472.23,0.1789
-54.6,472.07,0.17825
-71.5,470.82,0.17305
-75.5,470.55,0.17186
-72.7,469.85,0.16885
-37.9,472.3,0.17984
-41.2,471.94,0.17863
-43.6,471.5,0.17705
-78.3,469.76,0.1682
-81.1,469.52,0.16687
-83.5,468.76,0.16299
-91,469.19,0.16486
-87.5,468.67,0.1623
-96.9,469.29,0.16506
-94.3,468.64,0.16185
-110.2,472.87,0.17731
-100.1,469.1,0.16398
-102.1,470.19,0.169
-105.2,470.95,0.17188
-108.3,471.74,0.17444
-113.7,472.94,0.17727
-117.6,472.97,0.1771
-24.7,472.36,0.18079
-28.3,472.49,0.18092
-31.1,472.13,0.17976
-34.6,471.87,0.17876
-10.8,473.28,0.18376
-6.8,473.39,0.18419
-3.7,473.47,0.18452
5.2,472.92,0.18396
-0.9,473.1,0.18399
2,472.73,0.18331
-13.4,472.48,0.18175
-16.1,472.57,0.18182
-18.5,472.13,0.18049
-21.5,471.64,0.17871
-24.2,471.02,0.17634
-46.5,471.55,0.17704
-49.7,471.39,0.17634
-64.2,471.44,0.17579
-67.9,471.08,0.17427
-60,471.38,0.17574
-61.9,470.47,0.17209
-56.5,471.32,0.17575
-53,471.26,0.17568
-69.3,469.73,0.16851
-75.1,469.06,0.16492
-71.8,469.09,0.16515
-38.1,471.34,0.17678
-41.5,470.89,0.17492
-44.6,470.68,0.17389
-79.2,468.52,0.16188
-76,467.88,0.1583
-81.6,467.65,0.15667
-85.1,467.28,0.15434
-91.5,468,0.1584
-88.9,467.32,0.15444
-98,468.06,0.15852
-101.4,468.22,0.15925
-94.7,467.54,0.1555
-112,471.88,0.17467
-103.7,468.9,0.16279
-106.4,469.69,0.16654
-108.2,470.62,0.17044
-110.6,470.95,0.17159
-115.4,471.89,0.17452
-119,471.96,0.17456
-104.4,467.75,0.15642
-101.2,467.2,0.15325
56.1,473.45,0.18818
24.9,472.94,0.18518
28.8,472.94,0.18542
21,472.93,0.18493
17,472.93,0.18468
-27.8,471.32,0.17729
-31.4,471.05,0.17605
-35.1,470.77,0.17473
9.1,472.99,0.18436
13,472.94,0.18446
-10.7,472.28,0.18135
-8.1,472.49,0.18211
-4.3,472.49,0.18234
7.2,472.04,0.18167
3.6,471.92,0.18108
-0.3,471.9,0.18079
-12.5,471.56,0.17897
-15.6,471.69,0.17924
